RaceName,Sex,AgeGroup,CountyName,CommunicationType,ElectionType,count
Hispanic,M,30-44,CASS,text,lpv,68
Unknown,F,45-64,KALAMAZOO,text,scomi,75
Caucasian,M,30-44,WASHTENAW,phone,oakland prosecutor,4
Caucasian,M,65+,MACKINAC,text,scomi,2
Asian,M,18-29,OAKLAND,postcards,lpv,44
Caucasian,M,65+,JACKSON,text,scomi,19
Black,M,65+,INGHAM,postcards,lpv,19
Caucasian,F,65+,SCHOOLCRAFT,text,scomi,5
Caucasian,F,45-64,KENT,text,oakland prosecutor,2
Caucasian,M,45-64,BENZIE,postcards,lpv,6
Unknown,M,30-44,MUSKEGON,mail,lpv,64
Hispanic,F,45-64,BERRIEN,text,scomi,43
Asian,M,30-44,WEXFORD,text,lpv,6
Hispanic,M,18-29,MENOMINEE,text,lpv,1
Caucasian,M,45-64,SAGINAW,postcards,lpv,37
Caucasian,M,30-44,BENZIE,text,scomi,1
Caucasian,F,30-44,OSCODA,text,oakland,2
Caucasian,F,45-64,IRON,postcards,lpv,4
Black,F,18-29,MONTCALM,mail,lpv,6
Caucasian,F,45-64,ALCONA,mail,oakland,12
Native American,M,45-64,CHIPPEWA,text,oakland,4
Caucasian,F,30-44,OTSEGO,postcards,lpv,9
Asian,F,45-64,ST. JOSEPH,text,lpv,12
Native American,M,45-64,MARQUETTE,mail,lpv,4
Caucasian,F,45-64,CHARLEVOIX,mail,oakland,18
Caucasian,F,30-44,ST. JOSEPH,text,oakland,3
Asian,F,30-44,CHARLEVOIX,call,lpv,3
Caucasian,F,30-44,MACOMB,text,scomi,7161
Caucasian,M,45-64,JACKSON,text,lpv,1630
Caucasian,M,18-29,MACOMB,mail,lpv,8739
Unknown,M,30-44,WAYNE,text,scomi,930
Caucasian,M,65+,GRATIOT,text,lpv,161
Black,F,45-64,CALHOUN,mail,lpv,780
Unknown,F,45-64,WASHTENAW,call,lpv,319
Caucasian,F,30-44,OAKLAND,call,lpv,392
Caucasian,M,18-29,SANILAC,call,lpv,307
Unknown,M,18-29,MACOMB,text,scomi,157
Unknown,F,30-44,KALAMAZOO,text,scomi,174
Black,M,30-44,JACKSON,call,lpv,205
Unknown,M,65+,INGHAM,call,lpv,49
Caucasian,F,18-29,SCHOOLCRAFT,call,lpv,32
Native American,F,30-44,WAYNE,mail,lpv,4
Unknown,F,45-64,GENESEE,text,scomi,156
Caucasian,M,18-29,ISABELLA,text,scomi,128
Unknown,F,45-64,CLINTON,mail,lpv,4
Caucasian,M,18-29,MONTMORENCY,text,lpv,60
Black,F,45-64,MACOMB,phone,oakland prosecutor,9
Unknown,F,45-64,ANTRIM,call,lpv,3
Unknown,M,45-64,GENESEE,call,lpv,136
Caucasian,F,18-29,TUSCOLA,postcards,lpv,6
Caucasian,F,45-64,MANISTEE,text,scomi,7
Asian,M,65+,KALAMAZOO,text,lpv,159
Black,M,30-44,BARAGA,call,lpv,26
Hispanic,M,18-29,ISABELLA,mail,lpv,33
Native American,F,65+,OAKLAND,phone,oakland,6
Black,F,30-44,HILLSDALE,call,lpv,1
Native American,F,45-64,MACOMB,text,scomi,1
Caucasian,F,65+,MIDLAND,text,oakland prosecutor,1
Caucasian,M,30-44,BARRY,text,scomi,7
Asian,M,65+,WAYNE,phone,oakland prosecutor,2
Caucasian,F,45-64,ISABELLA,postcards,lpv,9
Caucasian,M,30-44,CLARE,text,oakland county prosecutor race,3
Unknown,M,45-64,MENOMINEE,text,lpv,12
Caucasian,M,45-64,ALGER,postcards,lpv,2
Asian,M,45-64,HILLSDALE,call,lpv,4
Black,M,18-29,HILLSDALE,call,lpv,4
Caucasian,F,30-44,ALLEGAN,text,oakland prosecutor,3
Caucasian,F,65+,LENAWEE,call,lpv,3
Caucasian,M,65+,ALPENA,call,lpv,2
Caucasian,M,30-44,OTTAWA,text,lpv,12960
Caucasian,M,30-44,MACOMB,call,lpv,12181
Black,F,30-44,KENT,call,lpv,3343
Caucasian,F,30-44,ANTRIM,text,lpv,767
Caucasian,M,30-44,CHIPPEWA,call,lpv,310
Caucasian,F,18-29,SHIAWASSEE,text,lpv,1690
Caucasian,F,30-44,MACOMB,text,oakland county prosecutor race,217
Caucasian,F,45-64,OTTAWA,text,scomi,476
Black,F,45-64,ALGER,call,lpv,5
Asian,F,30-44,WAYNE,call,lpv,1264
Caucasian,F,65+,MARQUETTE,text,lpv,675
Black,M,45-64,KENT,call,lpv,2404
Unknown,F,18-29,MANISTEE,call,lpv,7
Caucasian,F,45-64,MISSAUKEE,text,lpv,109
Unknown,F,18-29,INGHAM,call,lpv,250
Caucasian,U,18-29,WASHTENAW,text,lpv,93
Hispanic,F,65+,SAGINAW,mail,lpv,347
Unknown,F,65+,BAY,mail,lpv,23
Hispanic,F,65+,WASHTENAW,call,lpv,35
Caucasian,M,45-64,MENOMINEE,text,lpv,150
Black,M,30-44,CHIPPEWA,mail,lpv,1
Black,F,45-64,SAGINAW,text,scomi,137
Caucasian,M,45-64,ONTONAGON,text,lpv,45
Caucasian,F,18-29,MACOMB,text,oakland county prosecutor race,81
Unknown,M,65+,ST. CLAIR,text,scomi,10
Caucasian,F,18-29,SANILAC,text,lpv,651
Caucasian,M,18-29,ALCONA,text,lpv,79
Caucasian,F,65+,LIVINGSTON,text,oakland county prosecutor race,14
Hispanic,M,30-44,CALHOUN,text,scomi,83
Black,F,45-64,MONTCALM,call,lpv,11
Caucasian,F,65+,GENESEE,call,lpv,36
Caucasian,M,45-64,SANILAC,mail,lpv,4
Black,M,45-64,CLINTON,mail,lpv,2
Asian,U,30-44,WAYNE,text,lpv,14
Hispanic,M,45-64,ANTRIM,text,oakland,7
Caucasian,F,45-64,ST. CLAIR,text,oakland,7
Hispanic,F,18-29,EATON,text,scomi,9
Caucasian,F,18-29,CLARE,text,scomi,4
Unknown,M,18-29,ISABELLA,call,lpv,22
Hispanic,M,18-29,MARQUETTE,text,lpv,72
Caucasian,F,30-44,MISSAUKEE,text,scomi,2
Asian,M,30-44,EATON,call,lpv,31
Black,M,18-29,GRATIOT,call,lpv,12
Caucasian,M,45-64,ST. CLAIR,text,oakland,3
Asian,M,45-64,BAY,mail,lpv,13
Asian,M,30-44,KALAMAZOO,text,oakland county prosecutor race,1
Hispanic,F,30-44,MIDLAND,mail,lpv,2
Caucasian,F,30-44,INGHAM,mail,oakland,10
Caucasian,F,65+,CALHOUN,call,lpv,4
Asian,U,30-44,WASHTENAW,text,scomi,6
Hispanic,M,65+,MIDLAND,call,lpv,2
Caucasian,F,30-44,CASS,text,scomi,5
Hispanic,M,45-64,ALGER,call,lpv,3
Native American,M,65+,MUSKEGON,call,lpv,3
Asian,F,65+,HOUGHTON,call,lpv,1
Caucasian,F,65+,BARAGA,text,oakland county prosecutor race,5
Asian,F,45-64,ST. CLAIR,text,lpv,17
Unknown,F,30-44,CHEBOYGAN,call,lpv,3
Unknown,F,65+,LENAWEE,call,lpv,10
Caucasian,F,45-64,ALLEGAN,text,oakland county prosecutor race,1
Caucasian,F,65+,TUSCOLA,text,oakland prosecutor,1
Caucasian,M,45-64,HURON,postcards,lpv,3
Caucasian,F,30-44,MISSAUKEE,postcards,lpv,1
Hispanic,M,18-29,HURON,call,lpv,2
Caucasian,F,18-29,GRATIOT,text,scomi,2
Black,M,18-29,WAYNE,mail,lpv,23415
Caucasian,M,45-64,ROSCOMMON,text,lpv,227
Caucasian,F,65+,WAYNE,text,scomi,3625
Unknown,M,30-44,EATON,text,lpv,162
Hispanic,F,30-44,INGHAM,mail,lpv,1443
Caucasian,M,30-44,CHARLEVOIX,call,lpv,357
Black,F,45-64,WAYNE,text,scomi,2096
Caucasian,F,18-29,BAY,text,lpv,4632
Caucasian,M,18-29,ALPENA,text,lpv,503
Caucasian,F,30-44,MACKINAC,call,lpv,123
Caucasian,F,45-64,WEXFORD,postcards,lpv,11
Black,M,18-29,BERRIEN,mail,lpv,581
Caucasian,F,30-44,ST. JOSEPH,call,lpv,785
Hispanic,F,45-64,LAPEER,call,lpv,56
Caucasian,F,45-64,SCHOOLCRAFT,text,lpv,106
Hispanic,M,65+,EATON,mail,lpv,22
Caucasian,M,45-64,MONTCALM,text,lpv,513
Caucasian,M,30-44,OSCODA,call,lpv,53
Caucasian,M,30-44,GRATIOT,text,lpv,800
Caucasian,M,30-44,IRON,text,lpv,201
Unknown,M,45-64,INGHAM,text,lpv,1227
Black,F,30-44,KENT,text,oakland,5
Caucasian,M,65+,WASHTENAW,phone,oakland,19
Caucasian,U,18-29,KALAMAZOO,call,lpv,4
Native American,F,45-64,CHIPPEWA,text,lpv,22
Black,M,30-44,ISABELLA,postcards,lpv,1
Unknown,F,65+,BAY,text,lpv,58
Hispanic,F,30-44,JACKSON,call,lpv,116
Caucasian,M,45-64,CLINTON,mail,oakland,10
Caucasian,F,45-64,LAKE,postcards,lpv,2
Caucasian,F,18-29,OGEMAW,text,oakland county prosecutor race,1
Caucasian,M,65+,MONTMORENCY,text,scomi,2
Black,F,65+,BRANCH,text,lpv,1
Unknown,F,45-64,SANILAC,text,lpv,8
Hispanic,M,18-29,MUSKEGON,text,scomi,54
Caucasian,M,45-64,EMMET,mail,oakland,15
Hispanic,M,45-64,ANTRIM,mail,oakland,21
Caucasian,F,45-64,BERRIEN,call,lpv,43
Hispanic,F,18-29,MIDLAND,text,lpv,49
Black,F,65+,KENT,postcards,lpv,17
Unknown,M,30-44,MACOMB,postcards,lpv,5
Caucasian,M,30-44,MARQUETTE,postcards,lpv,27
Black,F,18-29,HURON,text,lpv,6
Caucasian,M,45-64,ALCONA,text,scomi,1
Caucasian,M,65+,HURON,postcards,lpv,8
Caucasian,M,30-44,CLARE,text,oakland,3
Caucasian,M,45-64,IOSCO,text,oakland county prosecutor race,2
Asian,F,30-44,BARRY,text,lpv,6
Caucasian,M,18-29,MUSKEGON,text,oakland,2
Caucasian,M,65+,OSCODA,mail,lpv,4
Caucasian,F,45-64,DELTA,text,oakland,2
Caucasian,M,45-64,EATON,text,lpv,1404
Caucasian,F,65+,CALHOUN,text,scomi,406
Black,F,45-64,KENT,mail,lpv,2810
Unknown,M,30-44,VAN BUREN,postcards,lpv,4
Unknown,M,30-44,MACOMB,text,lpv,3052
Asian,M,45-64,OAKLAND,phone,oakland prosecutor,707
Caucasian,F,18-29,OTTAWA,text,scomi,426
Caucasian,F,18-29,WAYNE,text,scomi,4940
Asian,F,18-29,OAKLAND,text,lpv,1937
Asian,F,18-29,OAKLAND,mail,lpv,1794
Black,M,65+,CALHOUN,call,lpv,124
Hispanic,M,18-29,OAKLAND,mail,lpv,426
Black,M,18-29,MONTCALM,call,lpv,8
Caucasian,M,65+,MUSKEGON,text,scomi,217
Unknown,F,30-44,KALAMAZOO,text,lpv,1264
Black,F,18-29,OTTAWA,mail,lpv,287
Unknown,M,18-29,KALAMAZOO,mail,lpv,143
Unknown,F,45-64,BAY,text,lpv,87
Hispanic,F,65+,ISABELLA,mail,lpv,22
Caucasian,M,65+,BERRIEN,text,scomi,70
Caucasian,F,45-64,KENT,call,lpv,133
Caucasian,F,30-44,KALAMAZOO,text,oakland,8
Caucasian,F,18-29,KALKASKA,postcards,lpv,7
Unknown,F,65+,OAKLAND,postcards,lpv,35
Caucasian,F,18-29,MISSAUKEE,mail,lpv,5
Caucasian,F,18-29,BRANCH,text,scomi,4
Hispanic,F,30-44,SHIAWASSEE,text,lpv,76
Unknown,M,30-44,LIVINGSTON,text,lpv,55
Caucasian,M,18-29,CHARLEVOIX,text,oakland prosecutor,1
Black,M,30-44,MACOMB,text,oakland county prosecutor race,13
Black,M,65+,WASHTENAW,postcards,lpv,2
Hispanic,M,18-29,WAYNE,postcards,lpv,12
Unknown,M,30-44,ISABELLA,text,scomi,12
Caucasian,M,45-64,TUSCOLA,text,oakland county prosecutor race,8
Unknown,F,18-29,CASS,text,lpv,16
Caucasian,M,30-44,IOSCO,postcards,lpv,6
Unknown,F,45-64,BARAGA,text,lpv,24
Caucasian,M,65+,NEWAYGO,phone,oakland prosecutor,6
Caucasian,F,65+,BERRIEN,call,lpv,3
Caucasian,F,45-64,GENESEE,phone,oakland prosecutor,9
Caucasian,M,18-29,VAN BUREN,postcards,lpv,9
Hispanic,F,18-29,HILLSDALE,text,lpv,18
Black,M,30-44,LIVINGSTON,text,oakland,6
Hispanic,F,65+,LIVINGSTON,postcards,lpv,2
Native American,M,45-64,TUSCOLA,text,lpv,1
Caucasian,F,18-29,BARRY,text,oakland county prosecutor race,1
Hispanic,M,45-64,SAGINAW,postcards,lpv,11
Unknown,M,30-44,OGEMAW,call,lpv,3
Caucasian,F,30-44,OAKLAND,text,oakland,41998
Caucasian,M,30-44,GENESEE,call,lpv,4738
Hispanic,M,30-44,WAYNE,text,scomi,760
Caucasian,F,30-44,OTTAWA,mail,lpv,2637
Unknown,F,18-29,WASHTENAW,text,lpv,1855
Caucasian,F,30-44,CLARE,text,lpv,775
Hispanic,M,18-29,GENESEE,mail,lpv,160
Unknown,F,45-64,MUSKEGON,call,lpv,73
Asian,F,65+,KENT,mail,lpv,86
Caucasian,F,18-29,MECOSTA,call,lpv,471
Hispanic,M,30-44,OAKLAND,phone,oakland,123
Caucasian,M,18-29,PRESQUE ISLE,text,lpv,147
Hispanic,M,45-64,OAKLAND,call,oakland,184
Black,M,45-64,MIDLAND,text,lpv,52
Black,F,30-44,IONIA,text,lpv,75
Black,F,45-64,WASHTENAW,text,oakland,7
Hispanic,F,65+,ALLEGAN,mail,lpv,27
Caucasian,F,45-64,JACKSON,call,lpv,26
Caucasian,M,45-64,KENT,mail,oakland,16
Black,M,45-64,MARQUETTE,text,lpv,76
Hispanic,M,65+,IONIA,text,lpv,47
Caucasian,M,30-44,ALLEGAN,phone,oakland,6
Caucasian,F,30-44,BENZIE,text,scomi,4
Asian,F,18-29,MACOMB,phone,oakland prosecutor,12
Black,U,18-29,WASHTENAW,mail,lpv,11
Native American,F,45-64,WAYNE,mail,lpv,3
Caucasian,M,65+,MACOMB,call,oakland,18
Caucasian,M,30-44,GENESEE,text,oakland prosecutor,9
Caucasian,F,45-64,OGEMAW,postcards,lpv,12
Caucasian,M,45-64,VAN BUREN,postcards,lpv,12
Unknown,F,45-64,OGEMAW,text,lpv,7
Black,M,18-29,INGHAM,postcards,lpv,22
Black,M,65+,ALLEGAN,text,lpv,6
Black,F,65+,KALKASKA,text,lpv,1
Black,F,18-29,WAYNE,text,oakland prosecutor,13
Caucasian,F,30-44,ROSCOMMON,text,scomi,5
Black,M,45-64,MACOMB,postcards,lpv,62
Caucasian,M,30-44,MECOSTA,text,oakland county prosecutor race,1
Caucasian,F,65+,CRAWFORD,mail,oakland,6
Black,M,30-44,MACKINAC,text,lpv,1
Asian,F,18-29,ISABELLA,mail,lpv,20
Asian,M,18-29,LENAWEE,mail,lpv,1
Native American,F,45-64,GENESEE,mail,lpv,2
Hispanic,F,18-29,OGEMAW,call,lpv,3
Hispanic,F,30-44,LAPEER,text,oakland prosecutor,2
Asian,M,45-64,LENAWEE,mail,lpv,1
Black,M,30-44,IOSCO,text,lpv,13
Asian,F,45-64,MACKINAC,call,lpv,1
Asian,F,45-64,WAYNE,text,lpv,6779
Caucasian,F,30-44,KENT,call,lpv,13333
Caucasian,M,65+,GENESEE,text,lpv,3609
Caucasian,M,30-44,LENAWEE,text,scomi,54
Asian,M,45-64,WASHTENAW,text,lpv,4274
Caucasian,F,18-29,LIVINGSTON,text,lpv,7782
Black,F,45-64,OAKLAND,text,oakland prosecutor,333
Caucasian,M,65+,BAY,text,lpv,795
Black,F,45-64,KALAMAZOO,text,lpv,4782
Caucasian,F,65+,HOUGHTON,text,lpv,299
Unknown,M,18-29,JACKSON,text,lpv,40
Black,M,18-29,OAKLAND,text,scomi,926
Asian,M,65+,EATON,call,lpv,24
Hispanic,F,18-29,GENESEE,mail,lpv,184
Hispanic,F,30-44,KALAMAZOO,call,lpv,306
Hispanic,F,65+,KALAMAZOO,mail,lpv,68
Unknown,F,18-29,KALAMAZOO,mail,lpv,258
Native American,M,45-64,WAYNE,text,lpv,9
Caucasian,M,65+,BERRIEN,postcards,lpv,34
Hispanic,F,18-29,BARRY,text,scomi,4
Unknown,M,18-29,SAGINAW,call,lpv,53
Asian,M,45-64,ALPENA,call,lpv,1
Unknown,F,18-29,OAKLAND,text,oakland prosecutor,38
Hispanic,M,45-64,EATON,text,scomi,18
Black,M,45-64,IOSCO,text,lpv,5
Caucasian,M,18-29,LAPEER,text,scomi,9
Unknown,F,45-64,MECOSTA,call,lpv,12
Asian,M,45-64,CASS,call,lpv,3
Black,F,45-64,MIDLAND,call,lpv,16
Hispanic,M,45-64,SHIAWASSEE,postcards,lpv,5
Caucasian,F,18-29,GOGEBIC,mail,lpv,15
Native American,F,45-64,OTSEGO,text,lpv,1
Caucasian,M,45-64,CLARE,call,lpv,9
Unknown,F,65+,GRAND TRAVERSE,call,lpv,1
Caucasian,U,65+,OAKLAND,mail,oakland,9
Caucasian,F,30-44,SHIAWASSEE,text,oakland,6
Caucasian,M,65+,LUCE,text,scomi,1
Black,F,18-29,ISABELLA,text,oakland,3
Asian,M,65+,LAPEER,text,lpv,1
Native American,F,30-44,OAKLAND,text,oakland county prosecutor race,1
Caucasian,F,30-44,ARENAC,postcards,lpv,4
Caucasian,F,65+,OGEMAW,text,oakland county prosecutor race,2
Caucasian,F,18-29,ONTONAGON,text,scomi,1
Unknown,M,45-64,GRAND TRAVERSE,text,scomi,1
Unknown,F,65+,OTSEGO,text,lpv,6
Black,M,18-29,CALHOUN,text,scomi,113
Caucasian,F,18-29,MASON,text,lpv,462
Caucasian,M,18-29,EATON,text,lpv,2638
Hispanic,F,18-29,OAKLAND,phone,oakland,57
Caucasian,F,18-29,TUSCOLA,text,lpv,860
Black,M,45-64,EATON,mail,lpv,180
Caucasian,F,18-29,GENESEE,text,scomi,759
Caucasian,F,18-29,CLARE,text,lpv,481
Hispanic,M,65+,BAY,mail,lpv,89
Unknown,M,65+,KENT,text,lpv,196
Black,F,30-44,WASHTENAW,text,oakland,20
Caucasian,F,45-64,LIVINGSTON,text,oakland county prosecutor race,41
Caucasian,F,65+,GOGEBIC,text,lpv,259
Caucasian,M,65+,LIVINGSTON,phone,oakland,5
Unknown,F,18-29,KALAMAZOO,call,lpv,138
Hispanic,M,18-29,MASON,call,lpv,22
Caucasian,M,18-29,CHARLEVOIX,text,scomi,5
Asian,M,45-64,WASHTENAW,text,oakland,1
Caucasian,F,45-64,MONROE,text,oakland county prosecutor race,2
Native American,F,65+,MACOMB,text,lpv,10
Black,M,45-64,GENESEE,text,oakland,8
Caucasian,M,45-64,WASHTENAW,text,oakland county prosecutor race,27
Asian,F,30-44,CLINTON,text,lpv,38
Asian,F,30-44,JACKSON,text,lpv,31
Asian,M,65+,MACOMB,postcards,lpv,19
Asian,F,18-29,EATON,text,lpv,31
Caucasian,F,30-44,OCEANA,text,scomi,6
Hispanic,M,65+,ST. CLAIR,call,lpv,14
Hispanic,M,65+,OCEANA,text,lpv,40
Caucasian,M,18-29,OSCODA,mail,lpv,4
Black,M,45-64,WEXFORD,text,lpv,16
Black,F,18-29,GRAND TRAVERSE,text,lpv,7
Black,M,18-29,ST. CLAIR,text,scomi,3
Unknown,M,65+,MENOMINEE,call,lpv,3
Caucasian,M,65+,IOSCO,text,oakland,4
Asian,F,65+,SANILAC,text,lpv,1
Unknown,F,30-44,BARRY,text,lpv,25
Caucasian,F,45-64,ROSCOMMON,mail,oakland,15
Asian,F,45-64,MUSKEGON,text,lpv,26
Caucasian,F,45-64,MASON,postcards,lpv,6
Hispanic,F,18-29,MONROE,mail,lpv,1
Unknown,M,45-64,TUSCOLA,text,lpv,6
Black,F,30-44,OAKLAND,text,lpv,18184
Caucasian,F,18-29,MIDLAND,text,lpv,2190
Asian,F,30-44,KENT,call,lpv,267
Hispanic,M,30-44,JACKSON,text,lpv,193
Caucasian,F,18-29,ISABELLA,call,lpv,801
Caucasian,M,18-29,GRAND TRAVERSE,mail,lpv,50
Caucasian,M,45-64,KENT,text,scomi,1231
Caucasian,F,45-64,MASON,text,lpv,399
Unknown,M,45-64,WAYNE,mail,lpv,1688
Unknown,M,18-29,MACOMB,text,lpv,1774
Black,F,45-64,ISABELLA,mail,lpv,30
Caucasian,M,30-44,SHIAWASSEE,call,lpv,924
Hispanic,F,18-29,CALHOUN,mail,lpv,298
Hispanic,M,45-64,INGHAM,mail,lpv,932
Asian,F,65+,WAYNE,text,lpv,1620
Caucasian,M,45-64,DICKINSON,text,lpv,195
Hispanic,M,65+,WASHTENAW,call,lpv,46
Unknown,F,18-29,WAYNE,call,lpv,1090
Unknown,F,18-29,WAYNE,text,scomi,421
Unknown,F,30-44,OTTAWA,text,scomi,107
Hispanic,F,45-64,CALHOUN,mail,lpv,132
Asian,F,18-29,KALAMAZOO,call,lpv,86
Native American,F,45-64,MANISTEE,text,lpv,1
Black,F,30-44,LAKE,call,lpv,26
Black,F,18-29,OTTAWA,text,scomi,52
Unknown,M,30-44,CHIPPEWA,call,lpv,32
Asian,M,45-64,CALHOUN,text,lpv,232
Black,M,45-64,MIDLAND,call,lpv,26
Hispanic,M,45-64,BARRY,call,lpv,18
Caucasian,F,45-64,CLARE,text,oakland,4
Caucasian,F,45-64,ALPENA,phone,oakland prosecutor,3
Caucasian,M,30-44,LIVINGSTON,mail,oakland,23
Unknown,M,30-44,VAN BUREN,call,lpv,10
Unknown,M,30-44,ALGER,text,lpv,7
Hispanic,M,45-64,WASHTENAW,postcards,lpv,4
Unknown,M,18-29,OAKLAND,phone,oakland,46
Caucasian,M,45-64,OCEANA,text,scomi,3
Black,F,18-29,HURON,call,lpv,3
Caucasian,F,65+,CHARLEVOIX,text,oakland county prosecutor race,1
Hispanic,M,65+,MARQUETTE,mail,lpv,2
Hispanic,F,18-29,MACOMB,postcards,lpv,6
Caucasian,F,65+,MACKINAC,text,oakland county prosecutor race,1
Caucasian,M,65+,GRAND TRAVERSE,text,oakland prosecutor,1
Asian,U,30-44,JACKSON,call,lpv,1
Black,F,30-44,JACKSON,postcards,lpv,3
Black,M,18-29,GOGEBIC,call,lpv,2
Black,M,65+,SANILAC,text,lpv,1
Asian,F,18-29,BAY,mail,lpv,6
Caucasian,F,30-44,MUSKEGON,call,lpv,2461
Hispanic,F,65+,LENAWEE,text,lpv,355
Caucasian,M,30-44,KENT,text,scomi,2742
Asian,F,30-44,OAKLAND,text,oakland,4458
Unknown,M,18-29,WAYNE,call,lpv,1117
Caucasian,F,18-29,CLINTON,text,lpv,3143
Unknown,F,30-44,INGHAM,text,lpv,2170
Caucasian,M,45-64,IOSCO,text,scomi,7
Asian,F,30-44,OTTAWA,text,scomi,52
Black,F,45-64,MACOMB,text,scomi,374
Black,M,18-29,KALAMAZOO,text,scomi,231
Hispanic,M,18-29,CLINTON,call,lpv,31
Caucasian,F,45-64,WASHTENAW,text,oakland,15
Unknown,F,65+,MUSKEGON,text,scomi,20
Hispanic,F,18-29,BAY,text,scomi,19
Unknown,M,45-64,KENT,call,lpv,299
Black,M,30-44,KENT,mail,oakland,3
Hispanic,M,18-29,LIVINGSTON,call,lpv,78
Caucasian,F,45-64,HILLSDALE,text,scomi,12
Caucasian,F,18-29,EATON,postcards,lpv,19
Hispanic,M,30-44,HILLSDALE,call,lpv,16
Black,M,18-29,WEXFORD,call,lpv,5
Caucasian,M,18-29,BAY,text,oakland,1
Caucasian,F,45-64,MACOMB,phone,oakland prosecutor,19
Native American,F,30-44,WAYNE,text,lpv,25
Hispanic,M,18-29,HILLSDALE,call,lpv,10
Black,F,30-44,OCEANA,text,lpv,8
Hispanic,F,18-29,OAKLAND,postcards,lpv,26
Caucasian,F,18-29,LAPEER,text,oakland county prosecutor race,11
Unknown,F,45-64,ST. CLAIR,text,scomi,35
Unknown,F,18-29,ST. JOSEPH,call,lpv,2
Caucasian,M,30-44,BAY,text,oakland county prosecutor race,8
Black,M,30-44,WAYNE,text,oakland prosecutor,18
Caucasian,M,45-64,MACOMB,phone,oakland,10
Caucasian,F,45-64,LIVINGSTON,phone,oakland,4
Unknown,F,30-44,OCEANA,text,lpv,25
Black,F,30-44,BENZIE,text,lpv,6
Asian,M,65+,VAN BUREN,call,lpv,5
Hispanic,M,30-44,GLADWIN,call,lpv,10
Caucasian,M,65+,SANILAC,mail,lpv,4
Caucasian,F,30-44,ALLEGAN,text,oakland county prosecutor race,3
Caucasian,M,18-29,MENOMINEE,text,oakland county prosecutor race,3
Caucasian,F,18-29,EMMET,text,oakland,1
Caucasian,M,65+,WAYNE,text,lpv,11876
Black,F,30-44,OAKLAND,mail,oakland,28921
Caucasian,F,30-44,OAKLAND,phone,oakland prosecutor,9038
Asian,F,45-64,OAKLAND,text,oakland,7379
Caucasian,F,45-64,MACOMB,text,scomi,6361
Hispanic,M,45-64,SAGINAW,text,scomi,322
Caucasian,F,30-44,EATON,text,lpv,5010
Caucasian,F,18-29,SAGINAW,mail,lpv,461
Unknown,F,45-64,MACOMB,text,lpv,3540
Black,M,30-44,KALAMAZOO,text,lpv,6606
Caucasian,M,65+,TUSCOLA,text,lpv,369
Hispanic,F,65+,KENT,mail,lpv,294
Hispanic,F,30-44,OAKLAND,text,oakland,2614
Caucasian,F,30-44,BAY,mail,lpv,1038
Black,F,30-44,BAY,text,scomi,42
Black,M,18-29,MONROE,call,lpv,36
Black,F,45-64,MARQUETTE,mail,lpv,11
Hispanic,F,30-44,LENAWEE,text,lpv,657
Native American,F,30-44,CHIPPEWA,call,lpv,58
Unknown,M,45-64,MACOMB,call,lpv,517
Black,M,65+,MUSKEGON,text,lpv,1201
Caucasian,F,18-29,OCEANA,postcards,lpv,8
Unknown,M,45-64,KENT,text,scomi,85
Caucasian,F,18-29,KENT,text,oakland county prosecutor race,56
Unknown,F,30-44,IONIA,call,lpv,13
Caucasian,M,18-29,ALCONA,call,lpv,48
Hispanic,F,65+,VAN BUREN,text,lpv,170
Unknown,F,65+,EATON,text,lpv,53
Unknown,M,18-29,EMMET,text,lpv,12
Black,M,65+,OTTAWA,text,lpv,57
Hispanic,M,18-29,SAGINAW,text,scomi,82
Caucasian,F,18-29,HURON,mail,lpv,14
Unknown,M,18-29,GRATIOT,call,lpv,5
Unknown,M,30-44,IOSCO,call,lpv,2
Native American,F,65+,OAKLAND,mail,oakland,18
Black,M,30-44,ISABELLA,mail,lpv,40
Unknown,F,45-64,LUCE,call,lpv,9
Black,F,45-64,JACKSON,mail,lpv,1
Hispanic,F,18-29,WASHTENAW,postcards,lpv,8
Native American,M,30-44,OAKLAND,text,lpv,5
Caucasian,F,65+,IONIA,text,scomi,10
Unknown,F,18-29,BERRIEN,mail,lpv,16
Hispanic,M,45-64,WAYNE,text,oakland county prosecutor race,3
Caucasian,F,65+,CHEBOYGAN,mail,oakland,4
Black,U,30-44,CALHOUN,text,lpv,1
Black,F,30-44,ARENAC,call,lpv,3
Hispanic,M,30-44,IOSCO,call,lpv,4
Unknown,F,18-29,WASHTENAW,call,oakland,6
Hispanic,F,45-64,MONROE,text,scomi,1
Hispanic,M,30-44,LIVINGSTON,text,oakland,1
Caucasian,M,18-29,HOUGHTON,postcards,lpv,2
Caucasian,F,18-29,MARQUETTE,text,oakland county prosecutor race,2
Caucasian,F,18-29,ARENAC,postcards,lpv,4
Black,F,18-29,TUSCOLA,call,lpv,7
Native American,M,30-44,EMMET,text,lpv,6
Asian,M,45-64,HURON,text,lpv,18
Hispanic,M,65+,ISABELLA,call,lpv,5
Hispanic,M,45-64,INGHAM,text,lpv,4064
Caucasian,F,30-44,JACKSON,call,lpv,2488
Caucasian,F,30-44,EATON,call,lpv,1701
Caucasian,F,45-64,MARQUETTE,text,scomi,205
Black,F,18-29,SAGINAW,call,lpv,1296
Unknown,F,18-29,WASHTENAW,call,lpv,422
