,RaceName,Sex,AgeGroup,CountyName,CommunicationType,CampaignType,Count
575,Asian,M,30-44,Genesee,mail,lpv,26
576,Asian,M,30-44,Genesee,mail,oakland,1
577,Asian,M,30-44,Genesee,text,lpv,259
578,Asian,M,30-44,Genesee,text,scomi,6
579,Asian,M,30-44,Gladwin,text,lpv,1
580,Asian,M,30-44,Grand Traverse,call,lpv,12
581,Asian,M,30-44,Grand Traverse,text,lpv,31
582,Asian,M,30-44,Houghton,call,lpv,1
583,Asian,M,30-44,Houghton,text,lpv,2
584,Asian,M,30-44,Ingham,call,lpv,149
585,Asian,M,30-44,Ingham,mail,lpv,203
586,Asian,M,30-44,Ingham,postcards,lpv,10
587,Asian,M,30-44,Ingham,text,lpv,1050
589,Asian,M,30-44,Ingham,text,scomi,69
590,Asian,M,30-44,Isabella,mail,lpv,10
591,Asian,M,30-44,Isabella,text,lpv,11
592,Asian,M,30-44,Isabella,text,scomi,5
593,Asian,M,30-44,Jackson,call,lpv,13
594,Asian,M,30-44,Jackson,text,lpv,23
595,Asian,M,30-44,Kalamazoo,call,lpv,86
596,Asian,M,30-44,Kalamazoo,mail,lpv,94
597,Asian,M,30-44,Kalamazoo,postcards,lpv,15
598,Asian,M,30-44,Kalamazoo,text,lpv,433
600,Asian,M,30-44,Kalamazoo,text,scomi,21
601,Asian,M,30-44,Kent,call,lpv,368
602,Asian,M,30-44,Kent,mail,lpv,191
603,Asian,M,30-44,Kent,text,lpv,1225
604,Asian,M,30-44,Kent,text,oakland,2
606,Asian,M,30-44,Kent,text,scomi,62
607,Asian,M,30-44,Lapeer,call,lpv,1
608,Asian,M,30-44,Lenawee,call,lpv,4
609,Asian,M,30-44,Lenawee,text,lpv,7
610,Asian,M,30-44,Livingston,call,lpv,12
611,Asian,M,30-44,Livingston,text,lpv,15
612,Asian,M,30-44,Macomb,call,lpv,1159
613,Asian,M,30-44,Macomb,mail,lpv,1934
614,Asian,M,30-44,Macomb,postcards,lpv,21
615,Asian,M,30-44,Macomb,text,lpv,5981
616,Asian,M,30-44,Macomb,text,oakland,5
618,Asian,M,30-44,Macomb,text,scomi,606
619,Asian,M,30-44,Marquette,mail,lpv,7
620,Asian,M,30-44,Marquette,text,lpv,24
621,Asian,M,30-44,Marquette,text,scomi,6
622,Asian,M,30-44,Mecosta,text,lpv,2
623,Asian,M,30-44,Midland,call,lpv,8
624,Asian,M,30-44,Midland,text,lpv,19
625,Asian,M,30-44,Monroe,mail,lpv,4
626,Asian,M,30-44,Monroe,text,lpv,6
627,Asian,M,30-44,Monroe,text,oakland,4
629,Asian,M,30-44,Muskegon,call,lpv,10
630,Asian,M,30-44,Muskegon,text,lpv,24
631,Asian,M,30-44,Oakland,call,lpv,39
632,Asian,M,30-44,Oakland,call,oakland,350
633,Asian,M,30-44,Oakland,mail,lpv,1677
634,Asian,M,30-44,Oakland,mail,oakland,3692
635,Asian,M,30-44,Oakland,phone,oakland,375
637,Asian,M,30-44,Oakland,postcards,lpv,24
638,Asian,M,30-44,Oakland,text,lpv,2382
639,Asian,M,30-44,Oakland,text,oakland,3075
642,Asian,M,30-44,Oakland,text,scomi,136
643,Asian,M,30-44,Ottawa,call,lpv,95
644,Asian,M,30-44,Ottawa,mail,lpv,84
645,Asian,M,30-44,Ottawa,text,lpv,545
646,Asian,M,30-44,Ottawa,text,scomi,37
647,Asian,M,30-44,Saginaw,call,lpv,24
648,Asian,M,30-44,Saginaw,text,lpv,50
649,Asian,M,30-44,Shiawassee,call,lpv,3
650,Asian,M,30-44,Shiawassee,text,lpv,6
651,Asian,M,30-44,St. Joseph,call,lpv,2
652,Asian,M,30-44,Van Buren,call,lpv,1
653,Asian,M,30-44,Van Buren,text,lpv,1
654,Asian,M,30-44,Washtenaw,call,lpv,584
655,Asian,M,30-44,Washtenaw,mail,lpv,894
656,Asian,M,30-44,Washtenaw,mail,oakland,12
657,Asian,M,30-44,Washtenaw,postcards,lpv,21
658,Asian,M,30-44,Washtenaw,text,lpv,3539
659,Asian,M,30-44,Washtenaw,text,oakland,10
661,Asian,M,30-44,Washtenaw,text,scomi,196
662,Asian,M,30-44,Wayne,call,lpv,1399
663,Asian,M,30-44,Wayne,call,oakland,5
664,Asian,M,30-44,Wayne,mail,lpv,2140
665,Asian,M,30-44,Wayne,mail,oakland,15
666,Asian,M,30-44,Wayne,phone,oakland,5
667,Asian,M,30-44,Wayne,postcards,lpv,46
668,Asian,M,30-44,Wayne,text,lpv,6639
670,Asian,M,30-44,Wayne,text,scomi,687
671,Asian,M,30-44,Wexford,call,lpv,4
672,Asian,M,30-44,Wexford,text,lpv,6
673,Asian,M,45-64,Allegan,call,lpv,13
674,Asian,M,45-64,Allegan,mail,lpv,17
675,Asian,M,45-64,Allegan,text,lpv,23
676,Asian,M,45-64,Alpena,call,lpv,1
677,Asian,M,45-64,Bay,call,lpv,16
678,Asian,M,45-64,Bay,mail,lpv,13
679,Asian,M,45-64,Bay,text,lpv,27
680,Asian,M,45-64,Bay,text,scomi,3
681,Asian,M,45-64,Berrien,call,lpv,51
682,Asian,M,45-64,Berrien,postcards,lpv,5
683,Asian,M,45-64,Berrien,text,lpv,120
684,Asian,M,45-64,Calhoun,call,lpv,44
685,Asian,M,45-64,Calhoun,mail,lpv,73
686,Asian,M,45-64,Calhoun,text,lpv,232
688,Asian,M,45-64,Calhoun,text,scomi,20
689,Asian,M,45-64,Cass,call,lpv,3
690,Asian,M,45-64,Cass,text,lpv,6
691,Asian,M,45-64,Chippewa,call,lpv,3
692,Asian,M,45-64,Chippewa,text,lpv,6
693,Asian,M,45-64,Clinton,call,lpv,15
694,Asian,M,45-64,Clinton,mail,lpv,7
695,Asian,M,45-64,Clinton,text,lpv,53
696,Asian,M,45-64,Dickinson,call,lpv,1
697,Asian,M,45-64,Eaton,call,lpv,43
698,Asian,M,45-64,Eaton,postcards,lpv,2
699,Asian,M,45-64,Eaton,text,lpv,92
700,Asian,M,45-64,Genesee,call,lpv,85
701,Asian,M,45-64,Genesee,mail,lpv,8
702,Asian,M,45-64,Genesee,text,lpv,237
703,Asian,M,45-64,Genesee,text,scomi,8
704,Asian,M,45-64,Gladwin,call,lpv,3
705,Asian,M,45-64,Gladwin,text,lpv,6
706,Asian,M,45-64,Grand Traverse,call,lpv,8
707,Asian,M,45-64,Grand Traverse,text,lpv,17
708,Asian,M,45-64,Gratiot,call,lpv,1
709,Asian,M,45-64,Hillsdale,call,lpv,4
710,Asian,M,45-64,Hillsdale,text,lpv,12
711,Asian,M,45-64,Houghton,call,lpv,3
712,Asian,M,45-64,Houghton,text,lpv,2
713,Asian,M,45-64,Huron,call,lpv,6
714,Asian,M,45-64,Huron,mail,lpv,6
715,Asian,M,45-64,Huron,text,lpv,18
717,Asian,M,45-64,Ingham,call,lpv,247
718,Asian,M,45-64,Ingham,mail,lpv,157
719,Asian,M,45-64,Ingham,postcards,lpv,4
720,Asian,M,45-64,Ingham,text,lpv,965
721,Asian,M,45-64,Ingham,text,scomi,82
722,Asian,M,45-64,Ionia,call,lpv,4
723,Asian,M,45-64,Ionia,text,lpv,12
724,Asian,M,45-64,Isabella,call,lpv,8
725,Asian,M,45-64,Isabella,mail,lpv,5
726,Asian,M,45-64,Isabella,text,lpv,24
727,Asian,M,45-64,Isabella,text,scomi,1
728,Asian,M,45-64,Jackson,call,lpv,12
729,Asian,M,45-64,Jackson,text,lpv,26
730,Asian,M,45-64,Jackson,text,scomi,2
731,Asian,M,45-64,Kalamazoo,call,lpv,110
732,Asian,M,45-64,Kalamazoo,mail,lpv,43
733,Asian,M,45-64,Kalamazoo,text,lpv,377
734,Asian,M,45-64,Kalamazoo,text,scomi,18
735,Asian,M,45-64,Kent,call,lpv,526
736,Asian,M,45-64,Kent,mail,lpv,297
737,Asian,M,45-64,Kent,text,lpv,1588
738,Asian,M,45-64,Kent,text,scomi,76
739,Asian,M,45-64,Lenawee,mail,lpv,1
740,Asian,M,45-64,Livingston,call,lpv,11
741,Asian,M,45-64,Livingston,text,lpv,24
742,Asian,M,45-64,Macomb,call,lpv,1020
743,Asian,M,45-64,Macomb,mail,lpv,1724
744,Asian,M,45-64,Macomb,postcards,lpv,31
745,Asian,M,45-64,Macomb,text,lpv,4705
747,Asian,M,45-64,Macomb,text,scomi,652
748,Asian,M,45-64,Marquette,mail,lpv,1
749,Asian,M,45-64,Midland,call,lpv,31
750,Asian,M,45-64,Midland,text,lpv,67
751,Asian,M,45-64,Monroe,call,lpv,9
752,Asian,M,45-64,Monroe,text,lpv,15
753,Asian,M,45-64,Muskegon,text,lpv,1
754,Asian,M,45-64,Oakland,call,lpv,3
755,Asian,M,45-64,Oakland,call,oakland,650
756,Asian,M,45-64,Oakland,mail,lpv,5180
757,Asian,M,45-64,Oakland,mail,oakland,8494
758,Asian,M,45-64,Oakland,phone,oakland,725
760,Asian,M,45-64,Oakland,postcards,lpv,55
761,Asian,M,45-64,Oakland,text,lpv,5739
762,Asian,M,45-64,Oakland,text,oakland,7592
765,Asian,M,45-64,Oakland,text,scomi,308
766,Asian,M,45-64,Ottawa,call,lpv,220
767,Asian,M,45-64,Ottawa,mail,lpv,245
768,Asian,M,45-64,Ottawa,text,lpv,798
770,Asian,M,45-64,Ottawa,text,scomi,41
771,Asian,M,45-64,Roscommon,call,lpv,3
772,Asian,M,45-64,Roscommon,text,lpv,6
773,Asian,M,45-64,Saginaw,call,lpv,41
774,Asian,M,45-64,Saginaw,mail,lpv,1
775,Asian,M,45-64,Saginaw,text,lpv,94
776,Asian,M,45-64,Shiawassee,call,lpv,6
777,Asian,M,45-64,Shiawassee,text,lpv,16
778,Asian,M,45-64,St. Clair,call,lpv,4
779,Asian,M,45-64,St. Clair,text,lpv,7
780,Asian,M,45-64,Van Buren,call,lpv,1
781,Asian,M,45-64,Washtenaw,call,lpv,809
782,Asian,M,45-64,Washtenaw,mail,lpv,956
783,Asian,M,45-64,Washtenaw,postcards,lpv,13
784,Asian,M,45-64,Washtenaw,text,lpv,4274
785,Asian,M,45-64,Washtenaw,text,oakland,1
787,Asian,M,45-64,Washtenaw,text,scomi,379
788,Asian,M,45-64,Wayne,call,lpv,2274
789,Asian,M,45-64,Wayne,mail,lpv,3182
790,Asian,M,45-64,Wayne,mail,oakland,12
791,Asian,M,45-64,Wayne,postcards,lpv,49
792,Asian,M,45-64,Wayne,text,lpv,9047
793,Asian,M,45-64,Wayne,text,oakland,13
795,Asian,M,45-64,Wayne,text,scomi,1017
796,Asian,M,45-64,Wexford,call,lpv,4
797,Asian,M,45-64,Wexford,text,lpv,12
798,Asian,M,65+,Antrim,call,lpv,3
799,Asian,M,65+,Antrim,text,lpv,6
800,Asian,M,65+,Bay,call,lpv,8
801,Asian,M,65+,Bay,mail,lpv,1
802,Asian,M,65+,Bay,postcards,lpv,6
803,Asian,M,65+,Bay,text,lpv,25
804,Asian,M,65+,Berrien,call,lpv,28
805,Asian,M,65+,Berrien,mail,lpv,1
806,Asian,M,65+,Berrien,postcards,lpv,7
807,Asian,M,65+,Berrien,text,lpv,81
808,Asian,M,65+,Calhoun,call,lpv,6
809,Asian,M,65+,Calhoun,mail,lpv,20
810,Asian,M,65+,Calhoun,text,lpv,43
811,Asian,M,65+,Calhoun,text,scomi,9
812,Asian,M,65+,Clinton,text,lpv,1
813,Asian,M,65+,Eaton,call,lpv,24
814,Asian,M,65+,Eaton,postcards,lpv,2
815,Asian,M,65+,Eaton,text,lpv,58
816,Asian,M,65+,Genesee,call,lpv,53
817,Asian,M,65+,Genesee,mail,lpv,12
818,Asian,M,65+,Genesee,postcards,lpv,6
819,Asian,M,65+,Genesee,text,lpv,137
820,Asian,M,65+,Genesee,text,scomi,3
821,Asian,M,65+,Gratiot,text,lpv,2
822,Asian,M,65+,Houghton,call,lpv,1
823,Asian,M,65+,Houghton,text,lpv,1
824,Asian,M,65+,Ingham,call,lpv,87
825,Asian,M,65+,Ingham,mail,lpv,90
826,Asian,M,65+,Ingham,postcards,lpv,1
827,Asian,M,65+,Ingham,text,lpv,351
828,Asian,M,65+,Ingham,text,scomi,30
829,Asian,M,65+,Kalamazoo,call,lpv,17
830,Asian,M,65+,Kalamazoo,mail,lpv,24
831,Asian,M,65+,Kalamazoo,postcards,lpv,4
832,Asian,M,65+,Kalamazoo,text,lpv,159
833,Asian,M,65+,Kalamazoo,text,scomi,31
834,Asian,M,65+,Kent,call,lpv,121
835,Asian,M,65+,Kent,mail,lpv,93
836,Asian,M,65+,Kent,postcards,lpv,3
837,Asian,M,65+,Kent,text,lpv,457
838,Asian,M,65+,Kent,text,scomi,29
839,Asian,M,65+,Lapeer,text,lpv,1
840,Asian,M,65+,Lenawee,call,lpv,6
841,Asian,M,65+,Lenawee,text,lpv,12
842,Asian,M,65+,Livingston,call,lpv,4
843,Asian,M,65+,Livingston,mail,oakland,4
844,Asian,M,65+,Livingston,text,lpv,20
845,Asian,M,65+,Livingston,text,oakland,4
846,Asian,M,65+,Macomb,call,lpv,259
847,Asian,M,65+,Macomb,mail,lpv,654
848,Asian,M,65+,Macomb,postcards,lpv,19
849,Asian,M,65+,Macomb,text,lpv,1484
850,Asian,M,65+,Macomb,text,oakland,9
852,Asian,M,65+,Macomb,text,scomi,259
853,Asian,M,65+,Marquette,mail,lpv,1
854,Asian,M,65+,Marquette,text,lpv,1
855,Asian,M,65+,Mecosta,call,lpv,3
856,Asian,M,65+,Mecosta,text,lpv,7
857,Asian,M,65+,Midland,call,lpv,1
858,Asian,M,65+,Monroe,text,lpv,1
859,Asian,M,65+,Muskegon,call,lpv,4
860,Asian,M,65+,Muskegon,text,lpv,6
861,Asian,M,65+,Oakland,call,oakland,472
862,Asian,M,65+,Oakland,mail,lpv,1573
863,Asian,M,65+,Oakland,mail,oakland,6293
864,Asian,M,65+,Oakland,phone,oakland,553
866,Asian,M,65+,Oakland,postcards,lpv,38
867,Asian,M,65+,Oakland,text,lpv,1726
868,Asian,M,65+,Oakland,text,oakland,3190
871,Asian,M,65+,Oakland,text,scomi,126
872,Asian,M,65+,Ottawa,call,lpv,14
873,Asian,M,65+,Ottawa,mail,lpv,38
874,Asian,M,65+,Ottawa,mail,oakland,15
875,Asian,M,65+,Ottawa,text,lpv,127
876,Asian,M,65+,Ottawa,text,oakland,5
877,Asian,M,65+,Ottawa,text,scomi,15
878,Asian,M,65+,Saginaw,call,lpv,6
879,Asian,M,65+,Saginaw,text,lpv,15
880,Asian,M,65+,St. Clair,text,lpv,2
881,Asian,M,65+,Van Buren,call,lpv,5
882,Asian,M,65+,Van Buren,text,lpv,12
883,Asian,M,65+,Washtenaw,call,lpv,181
884,Asian,M,65+,Washtenaw,mail,lpv,328
885,Asian,M,65+,Washtenaw,postcards,lpv,4
886,Asian,M,65+,Washtenaw,text,lpv,1204
887,Asian,M,65+,Washtenaw,text,scomi,143
888,Asian,M,65+,Wayne,call,lpv,426
889,Asian,M,65+,Wayne,mail,lpv,922
890,Asian,M,65+,Wayne,mail,oakland,2
892,Asian,M,65+,Wayne,postcards,lpv,47
893,Asian,M,65+,Wayne,text,lpv,2648
894,Asian,M,65+,Wayne,text,scomi,401
895,Asian,U,18-29,Ingham,mail,lpv,1
896,Asian,U,18-29,Macomb,mail,lpv,2
897,Asian,U,18-29,Macomb,text,lpv,4
898,Asian,U,18-29,Oakland,mail,lpv,7
899,Asian,U,18-29,Oakland,mail,oakland,1
900,Asian,U,18-29,Oakland,text,lpv,7
901,Asian,U,18-29,Oakland,text,oakland,7
903,Asian,U,18-29,Washtenaw,mail,lpv,7
904,Asian,U,18-29,Washtenaw,text,lpv,9
905,Asian,U,18-29,Wayne,call,lpv,7
906,Asian,U,18-29,Wayne,mail,lpv,8
907,Asian,U,18-29,Wayne,text,lpv,35
908,Asian,U,30-44,Jackson,call,lpv,1
909,Asian,U,30-44,Macomb,mail,lpv,2
910,Asian,U,30-44,Oakland,mail,lpv,1
911,Asian,U,30-44,Oakland,text,oakland,1
912,Asian,U,30-44,Washtenaw,call,lpv,9
913,Asian,U,30-44,Washtenaw,mail,lpv,26
914,Asian,U,30-44,Washtenaw,text,lpv,45
915,Asian,U,30-44,Washtenaw,text,scomi,6
916,Asian,U,30-44,Wayne,call,lpv,3
917,Asian,U,30-44,Wayne,mail,lpv,5
918,Asian,U,30-44,Wayne,text,lpv,14
919,Asian,U,30-44,Wayne,text,scomi,4
920,Asian,U,45-64,Ingham,call,lpv,1
921,Asian,U,45-64,Macomb,call,lpv,6
922,Asian,U,45-64,Macomb,mail,lpv,6
923,Asian,U,45-64,Macomb,text,lpv,24
924,Asian,U,45-64,Oakland,mail,lpv,9
925,Asian,U,45-64,Oakland,text,lpv,4
926,Asian,U,45-64,Oakland,text,oakland,4
928,Asian,U,45-64,Washtenaw,call,lpv,7
929,Asian,U,45-64,Washtenaw,mail,lpv,13
930,Asian,U,45-64,Washtenaw,text,lpv,18
931,Asian,U,45-64,Wayne,call,lpv,3
932,Asian,U,45-64,Wayne,mail,lpv,2
933,Asian,U,45-64,Wayne,text,lpv,6
934,Black,F,18-29,Allegan,call,lpv,24
935,Black,F,18-29,Allegan,mail,lpv,18
936,Black,F,18-29,Allegan,text,lpv,68
937,Black,F,18-29,Allegan,text,scomi,4
938,Black,F,18-29,Alpena,text,lpv,1
939,Black,F,18-29,Arenac,text,lpv,1
940,Black,F,18-29,Baraga,call,lpv,7
941,Black,F,18-29,Baraga,mail,lpv,2
942,Black,F,18-29,Baraga,text,lpv,16
943,Black,F,18-29,Barry,call,lpv,6
944,Black,F,18-29,Barry,mail,lpv,3
945,Black,F,18-29,Barry,text,lpv,12
946,Black,F,18-29,Bay,call,lpv,60
947,Black,F,18-29,Bay,mail,lpv,108
948,Black,F,18-29,Bay,text,lpv,205
949,Black,F,18-29,Bay,text,scomi,9
950,Black,F,18-29,Benzie,call,lpv,4
951,Black,F,18-29,Benzie,text,lpv,6
952,Black,F,18-29,Berrien,call,lpv,524
953,Black,F,18-29,Berrien,mail,lpv,690
954,Black,F,18-29,Berrien,postcards,lpv,20
955,Black,F,18-29,Berrien,text,lpv,2418
956,Black,F,18-29,Berrien,text,scomi,134
957,Black,F,18-29,Branch,call,lpv,5
958,Black,F,18-29,Branch,text,lpv,23
959,Black,F,18-29,Calhoun,call,lpv,434
960,Black,F,18-29,Calhoun,mail,lpv,621
961,Black,F,18-29,Calhoun,postcards,lpv,3
962,Black,F,18-29,Calhoun,text,lpv,1724
963,Black,F,18-29,Calhoun,text,scomi,110
964,Black,F,18-29,Cass,call,lpv,33
965,Black,F,18-29,Cass,mail,lpv,4
966,Black,F,18-29,Cass,text,lpv,89
967,Black,F,18-29,Chippewa,call,lpv,19
968,Black,F,18-29,Chippewa,text,lpv,42
969,Black,F,18-29,Clare,call,lpv,1
970,Black,F,18-29,Clinton,call,lpv,46
971,Black,F,18-29,Clinton,mail,lpv,59
972,Black,F,18-29,Clinton,text,lpv,199
973,Black,F,18-29,Clinton,text,scomi,16
974,Black,F,18-29,Eaton,call,lpv,198
975,Black,F,18-29,Eaton,mail,lpv,189
976,Black,F,18-29,Eaton,postcards,lpv,2
977,Black,F,18-29,Eaton,text,lpv,656
978,Black,F,18-29,Eaton,text,oakland,8
979,Black,F,18-29,Eaton,text,scomi,39
980,Black,F,18-29,Genesee,call,lpv,2671
981,Black,F,18-29,Genesee,call,oakland,6
982,Black,F,18-29,Genesee,mail,lpv,3754
983,Black,F,18-29,Genesee,mail,oakland,27
984,Black,F,18-29,Genesee,phone,oakland,6
986,Black,F,18-29,Genesee,postcards,lpv,75
987,Black,F,18-29,Genesee,text,lpv,13774
988,Black,F,18-29,Genesee,text,oakland,11
990,Black,F,18-29,Genesee,text,scomi,1013
991,Black,F,18-29,Gladwin,text,lpv,4
992,Black,F,18-29,Gogebic,call,lpv,1
993,Black,F,18-29,Gogebic,text,lpv,1
994,Black,F,18-29,Grand Traverse,call,lpv,7
995,Black,F,18-29,Grand Traverse,text,lpv,7
996,Black,F,18-29,Gratiot,call,lpv,2
997,Black,F,18-29,Gratiot,text,lpv,2
998,Black,F,18-29,Hillsdale,text,lpv,1
999,Black,F,18-29,Houghton,call,lpv,1
1000,Black,F,18-29,Houghton,text,lpv,4
1001,Black,F,18-29,Huron,call,lpv,3
1002,Black,F,18-29,Huron,text,lpv,6
1003,Black,F,18-29,Ingham,call,lpv,1096
1004,Black,F,18-29,Ingham,mail,lpv,2144
1005,Black,F,18-29,Ingham,postcards,lpv,17
1006,Black,F,18-29,Ingham,text,lpv,4793
1007,Black,F,18-29,Ingham,text,oakland,3
1009,Black,F,18-29,Ingham,text,scomi,463
1010,Black,F,18-29,Ionia,call,lpv,9
1011,Black,F,18-29,Ionia,mail,lpv,4
1012,Black,F,18-29,Ionia,text,lpv,15
1013,Black,F,18-29,Iosco,call,lpv,3
1014,Black,F,18-29,Iosco,text,lpv,6
1015,Black,F,18-29,Isabella,call,lpv,54
1016,Black,F,18-29,Isabella,mail,lpv,101
1017,Black,F,18-29,Isabella,text,lpv,235
1018,Black,F,18-29,Isabella,text,oakland,3
1019,Black,F,18-29,Isabella,text,scomi,17
1020,Black,F,18-29,Jackson,call,lpv,84
1021,Black,F,18-29,Jackson,mail,lpv,11
1022,Black,F,18-29,Jackson,postcards,lpv,2
1023,Black,F,18-29,Jackson,text,lpv,371
1024,Black,F,18-29,Jackson,text,scomi,13
1025,Black,F,18-29,Kalamazoo,call,lpv,910
1026,Black,F,18-29,Kalamazoo,mail,lpv,1540
1027,Black,F,18-29,Kalamazoo,mail,oakland,15
1028,Black,F,18-29,Kalamazoo,postcards,lpv,17
1029,Black,F,18-29,Kalamazoo,text,lpv,3950
1030,Black,F,18-29,Kalamazoo,text,oakland,23
1031,Black,F,18-29,Kalamazoo,text,scomi,294
1032,Black,F,18-29,Kent,call,lpv,1774
1033,Black,F,18-29,Kent,mail,lpv,2493
1034,Black,F,18-29,Kent,postcards,lpv,40
1035,Black,F,18-29,Kent,text,lpv,7054
1036,Black,F,18-29,Kent,text,oakland,1
1037,Black,F,18-29,Kent,text,scomi,506
1038,Black,F,18-29,Lake,text,lpv,35
1039,Black,F,18-29,Lapeer,call,lpv,8
1040,Black,F,18-29,Lapeer,text,lpv,18
1041,Black,F,18-29,Lenawee,call,lpv,21
1042,Black,F,18-29,Lenawee,mail,lpv,2
1043,Black,F,18-29,Lenawee,text,lpv,53
1044,Black,F,18-29,Livingston,call,lpv,4
1045,Black,F,18-29,Livingston,text,lpv,23
1046,Black,F,18-29,Mackinac,call,lpv,4
1047,Black,F,18-29,Mackinac,text,lpv,12
1048,Black,F,18-29,Macomb,call,lpv,3891
1049,Black,F,18-29,Macomb,call,oakland,6
1050,Black,F,18-29,Macomb,mail,lpv,6544
1051,Black,F,18-29,Macomb,mail,oakland,88
1052,Black,F,18-29,Macomb,phone,oakland,10
1054,Black,F,18-29,Macomb,postcards,lpv,28
1055,Black,F,18-29,Macomb,text,lpv,14313
1056,Black,F,18-29,Macomb,text,oakland,100
1058,Black,F,18-29,Macomb,text,scomi,1397
1059,Black,F,18-29,Manistee,call,lpv,4
1060,Black,F,18-29,Manistee,mail,lpv,1
1061,Black,F,18-29,Manistee,text,lpv,10
1062,Black,F,18-29,Marquette,call,lpv,27
1063,Black,F,18-29,Marquette,mail,lpv,53
1064,Black,F,18-29,Marquette,text,lpv,89
1065,Black,F,18-29,Marquette,text,scomi,8
1066,Black,F,18-29,Mason,call,lpv,1
1067,Black,F,18-29,Mason,text,lpv,9
1068,Black,F,18-29,Mecosta,call,lpv,42
1069,Black,F,18-29,Mecosta,mail,lpv,20
1070,Black,F,18-29,Mecosta,text,lpv,92
1071,Black,F,18-29,Menominee,call,lpv,3
1072,Black,F,18-29,Menominee,text,lpv,7
1073,Black,F,18-29,Midland,call,lpv,15
1074,Black,F,18-29,Midland,text,lpv,51
1075,Black,F,18-29,Midland,text,scomi,4
1076,Black,F,18-29,Monroe,call,lpv,29
1077,Black,F,18-29,Monroe,mail,lpv,2
1078,Black,F,18-29,Monroe,text,lpv,141
1079,Black,F,18-29,Monroe,text,scomi,1
1080,Black,F,18-29,Montcalm,call,lpv,2
1081,Black,F,18-29,Montcalm,mail,lpv,6
1082,Black,F,18-29,Montcalm,text,lpv,27
1083,Black,F,18-29,Montcalm,text,scomi,6
1084,Black,F,18-29,Muskegon,call,lpv,638
1085,Black,F,18-29,Muskegon,mail,lpv,898
1086,Black,F,18-29,Muskegon,postcards,lpv,12
1087,Black,F,18-29,Muskegon,text,lpv,3039
1088,Black,F,18-29,Muskegon,text,scomi,240
1089,Black,F,18-29,Newaygo,call,lpv,12
1090,Black,F,18-29,Newaygo,text,lpv,24
1091,Black,F,18-29,Oakland,call,lpv,196
1092,Black,F,18-29,Oakland,call,oakland,1107
1093,Black,F,18-29,Oakland,mail,lpv,6004
1094,Black,F,18-29,Oakland,mail,oakland,13868
1095,Black,F,18-29,Oakland,phone,oakland,1410
1097,Black,F,18-29,Oakland,postcards,lpv,235
1098,Black,F,18-29,Oakland,text,lpv,8395
1099,Black,F,18-29,Oakland,text,oakland,13395
1102,Black,F,18-29,Oakland,text,scomi,1544
1103,Black,F,18-29,Oceana,call,lpv,1
1104,Black,F,18-29,Osceola,text,lpv,1
1105,Black,F,18-29,Otsego,text,scomi,1
1106,Black,F,18-29,Ottawa,call,lpv,148
1107,Black,F,18-29,Ottawa,mail,lpv,287
1108,Black,F,18-29,Ottawa,postcards,lpv,2
1109,Black,F,18-29,Ottawa,text,lpv,512
1110,Black,F,18-29,Ottawa,text,scomi,52
1111,Black,F,18-29,Presque Isle,call,lpv,4
1112,Black,F,18-29,Presque Isle,text,lpv,14
1113,Black,F,18-29,Saginaw,call,lpv,1296
1114,Black,F,18-29,Saginaw,mail,lpv,1562
1115,Black,F,18-29,Saginaw,mail,oakland,4
1116,Black,F,18-29,Saginaw,postcards,lpv,39
1117,Black,F,18-29,Saginaw,text,lpv,6761
1118,Black,F,18-29,Saginaw,text,scomi,330
1119,Black,F,18-29,Sanilac,text,lpv,1
1120,Black,F,18-29,Shiawassee,call,lpv,5
1121,Black,F,18-29,Shiawassee,mail,lpv,2
1122,Black,F,18-29,Shiawassee,text,lpv,13
1123,Black,F,18-29,St. Clair,call,lpv,132
1124,Black,F,18-29,St. Clair,mail,lpv,167
1125,Black,F,18-29,St. Clair,text,lpv,362
1126,Black,F,18-29,St. Clair,text,oakland,7
1127,Black,F,18-29,St. Clair,text,scomi,25
1128,Black,F,18-29,St. Joseph,call,lpv,19
1129,Black,F,18-29,St. Joseph,text,lpv,55
1130,Black,F,18-29,Tuscola,call,lpv,7
1131,Black,F,18-29,Tuscola,text,lpv,20
1132,Black,F,18-29,Van Buren,call,lpv,16
1133,Black,F,18-29,Van Buren,mail,lpv,2
1134,Black,F,18-29,Van Buren,text,lpv,53
1135,Black,F,18-29,Washtenaw,call,lpv,1611
1136,Black,F,18-29,Washtenaw,mail,lpv,2681
1137,Black,F,18-29,Washtenaw,mail,oakland,15
1138,Black,F,18-29,Washtenaw,postcards,lpv,48
1139,Black,F,18-29,Washtenaw,text,lpv,7187
1140,Black,F,18-29,Washtenaw,text,oakland,25
1142,Black,F,18-29,Washtenaw,text,scomi,735
1143,Black,F,18-29,Wayne,call,lpv,18032
1144,Black,F,18-29,Wayne,call,oakland,25
1145,Black,F,18-29,Wayne,mail,lpv,27241
1146,Black,F,18-29,Wayne,mail,oakland,411
1147,Black,F,18-29,Wayne,phone,oakland,28
1149,Black,F,18-29,Wayne,postcards,lpv,455
1150,Black,F,18-29,Wayne,text,lpv,91714
1151,Black,F,18-29,Wayne,text,oakland,470
1154,Black,F,18-29,Wayne,text,scomi,7396
1155,Black,F,18-29,Wexford,call,lpv,2
1156,Black,F,18-29,Wexford,text,lpv,2
